survey_date,response_date,total_spend,spend_reported,seating_segment,member_segment,feedback,has_feedback,primary_theme,sentiment
00:18.0,12:05.0,159.9,true,General,UNKNOWN,"Yes, more beer selection. Also wouod be nice if there were seltzer options as well..",true,Food and beverage,
28:03.0,32:03.0,79.5,true,General,UNKNOWN,Organize line situations better and have signs on where to go. And photos ops someone should be in charge that way people wouldn't have to wait a long line just for a photo. Limit merch purchases.,true,Queues and wait times,negative
57:48.0,15:00.0,59.5,true,General,UNKNOWN,There was not enough signage to indicate what gates to go to. Gates were being closed while we were in line! I did not feel safe at the gate either. The security officers had no idea how to work the metal detector! And the metal detectors looked like they barely worked. We missed the opening acts because of your disorganization. I will never be back to this venue.,true,Entry and wayfinding,negative
00:18.0,09:24.0,149.95,true,Premium,UNKNOWN,The worst part is traffic and thereâ€™s not much you can do about that.,true,Parking and transportation,negative
28:03.0,03:55.0,199.5,true,General,UNKNOWN,Please improve the sound quality because the audio was muffled at times. Please add supertitles/subtitles on the  bottom section of the video screens. This is for the hearing impaired and in order to understand the artists' speeches more thoroughly.,true,Other / unclassified,neutral
28:03.0,27:09.0,178.5,true,General,UNKNOWN,"Screens could be bigger, lighting could be better",true,Other / unclassified,negative
28:03.0,29:59.0,598.5,true,Floor/Pit,UNKNOWN,"Let us know what is and is not allowed prior. Also donâ€™t discriminate. Some people were forced to remove items that other people were able to keep? Make that make sense. It would be nice if everyone had the same treatment. Those chairs were also super close to each other, people kept bumping into each other.",true,Other / unclassified,
57:48.0,02:07.0,298.5,true,Floor/Pit,UNKNOWN,The lines were extremely unorganized. I had to wait in two separate lines because there was no floor seating entrance signage. People were pushing on one another.,true,Queues and wait times,negative
28:03.0,54:01.0,159.0,true,General,UNKNOWN,Great experience,true,Other / unclassified,positive
57:48.0,16:54.0,397.5,true,General,UNKNOWN,Please have assigned seating next time for a concert. My section was full and I had to sneak onto the floor to enjoy the concert.,true,Other / unclassified,negative
28:03.0,04:07.0,159.0,true,General,UNKNOWN,THe bathroom experience was horrible; don't call them women bathrooms when they are clearly for men. They were disgusting.,true,Restrooms,negative
57:48.0,13:25.0,159.0,true,General,UNKNOWN,N/a,false,Other / unclassified,neutral
10:37.0,45:30.0,325.28,true,General,YES,More vegetarian variety!,true,Other / unclassified,positive
00:18.0,01:10.0,299.88,true,Floor/Pit,UNKNOWN,Parking is a major problem there.,true,Parking and transportation,negative
19:30.0,34:57.0,,false,Unknown,NO,"The traffic coming off the freeway onto MLK blvd and to tje stadium literally took me over 1 hour. There was no traffic control at all. There was no LAPD dire ting traffic no stadium staff directing traffic. I missed half 9f fue entire match due to this congestion nightmare. If I have to experience this for every match it is very unlikely that I will ever attend any event at this stadium again. Frankly the person responsible for coordinating the traffic flow with the city of Los Angeles should be fired. I literally sat on the off ramp of MLK and the 110 for over 1hr with NO MOVEMENT WHILE I LISTEN TO THE ANOUNCERS ON THE RADIO QUESTION WHY THE STADIUM WAS SO EMPTY? If people can't get into the stadium in a timely manner to see the start of the match, people simply won't go to the game. I literally saw people turn around and go home out of frustration. This has to be fixed. You main job is the control of crowds and your team failed miserably. What will your team do when there is an event at the aquatics center an event at the  Colosium, and an event at the science center at tue same time There is a soccer match... this is a major safety issue and your team dropped the ball. God forbid there is a MEDICAL emergency the lawyers are going to have a field day with LAFC. Fix this issue any maybe I would consider coming back",true,Parking and transportation,negative
57:48.0,55:21.0,199.0,true,Premium,UNKNOWN,Every security guard made up their own rules. Hardly able to get alcohol because the lines never moved. It was awful!!,true,Queues and wait times,negative
00:18.0,17:56.0,299.9,true,General,UNKNOWN,Better traffic control after the event ends.,true,Parking and transportation,neutral
28:03.0,37:28.0,159.0,true,Premium,UNKNOWN,Security needs to be more nice,true,Staff and service,negative
28:03.0,36:53.0,199.5,true,Floor/Pit,UNKNOWN,Everything was great!,true,Other / unclassified,positive
00:18.0,55:10.0,159.9,true,General,UNKNOWN,Cleaner seats..I saw spills on the seats..wish the seats has better space in between and the seats themselves should be bigger,true,Other / unclassified,negative
57:48.0,34:38.0,159.0,true,General,UNKNOWN,"only 2 vendors for liquor on main floor, lines were very backed up",true,Queues and wait times,negative
00:18.0,53:29.0,129.94,true,Floor/Pit,UNKNOWN,"There were not enough signs to direct ppl when arriving. It was confusing and employees yelling through a megaphone made it worse. The parking is a nightmare. I thought getting outta the forum after a concert was brutal, but nope, this was by far the absolute worst. Floor seats werenâ€™t bad, but you could only come down from all the way in the back which was incredibly inconvenient. The sound for Korn sounded really low compared to System. Bathrooms were not kept clean and stocked. The performers were good but the whole process of getting in felt complicated and exhausting.",true,Parking and transportation,
00:18.0,05:48.0,259.9,true,General,UNKNOWN,"More space for the line to get in the stadium, more organized line spacing",true,Queues and wait times,neutral
57:48.0,43:00.0,159.0,true,General,UNKNOWN,2 metal detectors for 1000s of people entering caused an unsafe environment where everyone mobbed the front because it was taking so long. It was a joke & very unsafe. Unacceptable to have an event of that magnitude & not have nearly enough detectors to have a safe entry. Thatâ€™s enough not to ever want to go back.,true,Entry and wayfinding,negative
00:18.0,22:40.0,99.95,true,General,UNKNOWN,The parking cost and the lack of proper parking in an area that is a bit uneasy for a woman walking alone after a concert is unacceptable,true,Parking and transportation,negative
28:03.0,12:57.0,99.5,true,General,UNKNOWN,"Music was a bit too loud, so the sound quality was blown out",true,Other / unclassified,negative
57:48.0,18:46.0,259.0,true,General,UNKNOWN,Better food options,true,Food and beverage,positive
57:48.0,33:40.0,501.0,true,VIP Floor/Pit,UNKNOWN,Super difficult to get in the venue with VIP tickets. Leaving the VIP area to use the bathroom and walking half-way around the stadium was a complete joke. So stupid that we couldnâ€™t walk back down the way we came. Also a worker was walking around with a push cart taking people out at the ankles during the busiest part of the night.,true,Restrooms,negative
28:03.0,51:14.0,694.0,true,General,UNKNOWN,No. Itâ€™s a great venue,true,Other / unclassified,positive
00:18.0,43:07.0,59.95,true,General,UNKNOWN,"Less time between sets. Less expensive merch, food, etc.",true,Food and beverage,
28:03.0,40:16.0,199.5,true,Floor/Pit,UNKNOWN,please lower the prices for food items. especially snack items,true,Food and beverage,negative
19:30.0,00:41.0,111.14,true,General,YES,"The items were ok, not very exciting, don't know if I'll use them.....I like Ford and LAFC, so I'll use them to advertise for Ford and LAFC.",true,Other / unclassified,neutral
00:18.0,22:18.0,299.85,true,General,UNKNOWN,My seat was toward the side of the stage. I couldnâ€™t see the video display board. It should have been tilted to the side.,true,Other / unclassified,negative
19:30.0,46:49.0,,false,Unknown,NO,"The parking situation was INSANELY horrible.  I purchased parking in advance for the North Lot, showed up an hour early, and still spend an hour going the last four blocks and parking.  A JOKE!!!!",true,Parking and transportation,negative
00:18.0,40:05.0,1360.0,true,Floor/Pit,UNKNOWN,I am very impressed with how this event was handled from security to customer service. This was my first time seeing an event at this stadium and I am looking forward to my next one. Thank you,true,Staff and service,positive
00:18.0,08:16.0,79.95,true,General,UNKNOWN,When on the second floor seats itâ€™s takes a long time for people to get down the skinny stair case on the upper mezzanine level just below the seats. Seems like a fire hazard,true,Queues and wait times,negative
10:37.0,53:58.0,155.02,true,General,NO,Bring Back the Alcoholic Dole Whip and cheap food/beer inside the stadium before kickoff,true,Food and beverage,negative
28:03.0,05:58.0,,false,Unknown,UNKNOWN,security was Extremely rude not just to me but other MOAS has well,true,Staff and service,negative
10:37.0,30:22.0,462.48,true,General,YES,Family friendly prices,true,Staff and service,positive
19:30.0,32:42.0,333.5,true,Premium,YES,"The pork sandwich was delicious, it really was, and I am glad to see that that station is active again, as Fig Club needs it badly. However, $16 for a sandwich without sides is quite the ask.  Having to find out the price at the register made it worse. There used to be something with the items listed, displaying the pricing at the station, what happened to that?  Also, that station used to do Brisket/ribs/burnt ends/all kinds of great stuff with sides as a plate and I don't remember that costing $16+.  I was already committed to the sandwich before I knew the price, but I wasn't expecting $16 for a single sandwich.  Was that a mistake?

The other bar was cool, good idea for that.  Please keep that, helps cut down he time if you just need a can of beer.

Also, the parking situation needed to be better managed.  The garage was damn near gridlock and it took me 45 mins to park once i was in the car line.  It was the worst I have ever seen, and there was no one in the garage to manage the situation, it was a complete free for all.  It made me late for the game and I missed the first goal.",true,Food and beverage,negative
